Album,Song Name,Lyrics
Sempiternal,Anti-Vist,"Middle fingers up if you don't give a fuck
I'm sick to death of swallowing every single thing I'm fed
Middle fingers up if you don't give a fuck
You think you're changing anything? Question everything

The world is a shit tip, your children are fucked
The ones you think guard you are out for your blood
Well, our minds are battered and washed out with static
But what exactly do you think you're gonna do?

United we'll fail, divided we'll fall
We're fucked, but you're making it worse
United we'll fail, divided we'll fall
Give up 'cause you're making it so much worse

Middle fingers up if you don't give a fuck
I'm sick to death of swallowing every single thing I'm fed
Middle fingers up if you don't give a fuck
You think you're changing anything? Question everything

Oh, give me a break, you deluded, ill-informed
Self-serving pricks
If you really believe in the words that you preach
Get off your screens and onto the streets
There will be no peaceful revolution
No war without blood
You can say I'm just a fool that stands for nothing
Well, to that, I say you're a cunt

Kick it!

United we'll fail (United we'll fail)
Divided we'll fall (Divided we'll fall)
United we'll fail
We're fucked, but you're making it worse

Middle fingers up if you don't give a fuck
I'm sick to death of swallowing every single thing I'm fed
Middle fingers up if you don't give a fuck
You think you're changing anything? Question everything
Middle fingers up if you don't give a fuck
I'm sick to death of swallowing every single thing I'm fed
Middle fingers up if you don't give a fuck
You think you're changing anything? Question everything "
Sempiternal,Can You Feel My Heart,"Can you hear the silence?
Can you see the dark?
Can you fix the broken?
Can you feel, can you feel my heart?
(Can you feel my heart?)

Can you help the hopeless? Well, I'm begging on my knees
Can you save my bastard soul, will you wait for me?
I'm sorry, brothers, so sorry, lover
Forgive me, father, I love you, mother

Can you hear the silence? Can you see the dark?
Can you fix the broken? Can you feel my heart?
Can you feel my heart?
(Can you feel my heart?)
(Can you feel my heart?)

I'm scared to get close and I hate being alone
I long for that feeling to not feel at all
The higher I get, the lower I'll sink
I can't drown my demons, they know how to swim
I'm scared to get close and I hate being alone
I long for that feeling to not feel at all
The higher I get, the lower I'll sink
I can't drown my demons, they know how to swim
I'm scared to get close and I hate being alone
I long for that feeling to not feel at all
The higher I get, the lower I'll sink
I can't drown my demons, they know how to swim

(Can you feel my heart?)
Can you hear the silence?
Can you see the dark?
Can you fix the broken?
Can you feel, can you feel my heart? "
Sempiternal,Chasing Rainbows,"They drag me underground
The lights are slowly fading
The world I thought I knew
I never knew at all
The dead don't make a sound
Unless you're chasing rainbows
And then, they scream your name
Clawing at the gates

So, pull me out
And hold me down
Let's find a way
To lose ourselves

Take me to the sun
I feel I'm chasing rainbows
And now, I'm lost and all alone
Waiting for a chance to
Sink my teeth into
Another desperation
Now, into your lonely
Paradise

Are we just dreaming
In the city that never sleeps?
'Cause I can't be seeing
What my eyes tell me
Am I just dreaming?
This can't be in my veins
Everything I ever knew
Will never be the same

So, chew me up
And spit me out
Let's find a way
To save ourselves
So, pull me out
And hold me down
Let's find a way
To lose ourselves

Take me to the sun
I feel I'm chasing rainbows
And now, I'm lost and all alone
Waiting for a chance to
Sink my teeth into
Another desperation
Now, into your lonely
Paradise

And now I feel it
Yeah, I feel it in my blood
I can't fight this anymore
I've given up
I've given up

Take me to the sun
I feel I'm chasing rainbows
And now, I'm lost and all alone
Waiting for a chance to
Sink my teeth into
Another desperation
Now, into your lonely
Paradise
Take me to the sun
I feel I'm chasing rainbows
And now, I'm lost and all alone
Waiting for a chance to
Sink my teeth into
Another desperation
Now, into your lonely
Paradise, yeah"
Sempiternal,Crooked Young,"Believe in no one!

Hallelujah, well, I'm saved
Just a dozen steps and 28 days
It's a miracle, I'll be born again
With the Lord as my shepherd, I will find a way

Fuck your faith, no one's gonna save you
Fuck your faith!

There's no hope for us, we speak in tongues
Blacker than the sun, no death can't touch
The crooked young
There's no hope for us, we speak in tongues
Blacker than the sun, no death can't touch
The crooked young, the crooked young!

We don't sleep, we don't eat
We speak in tongues
We can't die, we're dead inside
No death can't touch the crooked young
Believe in no one but yourself
The faceless won't save you
The clouds won't hear your fucking prayers

There's no hope for us, we speak in tongues
Blacker than the sun, no death can't touch
There's no hope for us, we speak in tongues
Blacker than the sun, no death can't touch
There's no hope for us, we speak in tongues
Blacker than the sun, no death can't touch

Hallelujah, I'm saved
It's a miracle, thank you, Jesus
Hallelujah, I'm saved
Fuck your faith, fuck your faith! "
Sempiternal,Deathbeds,"Eyes like a car crash
I know I shouldn't look but I can't turn away
Body like a whiplash
Salt my wounds but I can't heal the way
I feel about you

I watch you like a hawk
I watch you like I'm gonna tear you limb from limb
Will the hunger ever stop?
Can we simply starve this sin?

That little kiss you stole
It held my heart and soul
And like a deer in the headlights I meet my fate
Don't try to fight the storm
You'll tumble overboard
Tides will bring me back to you

And on my deathbed, all I'll see is you
The life may leave my lungs
But my heart will stay with you

That little kiss you stole
It held my heart and soul
And like a ghost in the silence I disappear
Don't try to fight the storm
You'll tumble overboard
Tides will bring me back to you

The waves will pull us under
Tides will bring me back to you
The waves will pull us under
Tides will bring me back to you
The waves will pull us under
Tides will bring me back to you
Tides will bring me back to you

That little kiss you stole
It held my heart and soul
And like a ghost in the silence I disappear
Don't try to fight the storm
You'll tumble overboard
Tides will bring me back to you

That little kiss you stole
It held my heart and soul
And like a deer in the headlights I meet my fate
Don't try to fight the storm
You'll tumble overboard
Tides will bring me back to you "
Sempiternal,Empire (Let Them Sing),"It's the start of the end, surrender the throne
The blood on my hands covered the holes
We've been surrounded by vicious cycles
And we're truly alone
The scars on your heart are yours to atone
We've been surrounded, let 'em sing, let 'em sing

The deeper you dig, the darker it gets
There's nowhere else for us to go
We live what we learn, and then we forget
We'll never find our way back home, come on

They came like moths to a flame
You left like a house in a hurricane
The wolves are at my door

It's the start of the end, surrender the throne
The blood on my hands covered the holes
We've been surrounded by vicious cycles
It's the start of the end, and we're truly alone
The scars on your heart are yours to atone
We've been surrounded, let 'em sing, let 'em sing

I hear 'em clawing at the gates (Let us in, let us in)
I hear them calling out my name, I don't care
Let them sing, let them sing, let them sing
Let the bastards sing, let them sing, let them sing
Let the bastards sing, let them sing, let them sing
Let the bastards sing, let the godforsaken bastards sing

They came like moths to a flame
You left like a house in a hurricane
The wolves are at my door
But I can't see the writing on the walls
The wolves are at my door
Waiting for my empire to fall

It's the start of the end, surrender the throne
The blood on my hands covered the holes
We've been surrounded by vicious cycles
It's the start of the end and we're truly alone
The scars on your heart are yours to atone
We've been surrounded, let 'em sing, let 'em sing "
Sempiternal,"Go To Hell, For Heaven's Sake","For the love of God, will you bite your tongue
Before we make you swallow it?
It's moments like this where silence is golden (Golden)
And then you speak
No one wants to hear you
No one wants to see you
So desperate and pathetic, I'm begging you to spare me
The pleasure of your company

When did the diamonds leave your bones?

I'm burning down every bridge we made
I'll watch you choke on the hearts you break
I'm bleeding out every word you said
Go to hell, for heaven's sake
I'm burning down every bridge we made
I'll watch you choke on the hearts you break
I'm bleeding out every word you said
Go to hell, for heaven's sake

Go to hell, for heaven's sake

No one wants to hear you, save your breath
No one wants to see you
So desperate and pathetic, you think that no one sees this?
I think it's time you knew the truth, yeah

I'm burning down every bridge we made
I'll watch you choke on the hearts you break
I'm bleeding out every word you said
Go to hell, for heaven's sake
I'm burning down every bridge we made
I'll watch you choke on the hearts you break
I'm bleeding out every word you said
Go to hell, for heaven's sake

When did the diamonds leave your bones?
Leave your bones

You're not a shepherd, you're just a sheep
A combined effort of everyone you meet
You're all flesh with no bone
Feed 'em to the sharks and throw 'em to the wolves

I'm burning down every bridge we made
I'll watch you choke on the hearts you break
I'm bleeding out every word you said
Go to hell, for heaven's sake
I'm burning down every bridge we made
I'll watch you choke on the hearts you break
I'm bleeding out every word you said
Go to hell, for heaven's sake

Go to hell, for heaven's sake
Go to hell, for heaven's sake
Go to hell, for heaven's sake "
Sempiternal,Hospital For Souls,"And then I found out how hard it is to really change
Even Hell can get comfy once you've settled in
I just wanted the numb inside me to leave
No matter how fucked you get
Sorrow is there when you come back down
Funny thing is, all I ever wanted I already had
There's glimpses of heaven in every day
In the friends I have, the music I make, with the love I feel
I just had to start again

The days are a death wish
A witch-hunt for an exit
I am powerless
The fragile, the broken
Sit in circles and stay unspoken
We are powerless
Because we all walk alone on an empty staircase
Silent halls and nameless faces
I am powerless

Everybody wants to go to Heaven, but nobody wants to die
I can't fear death, no longer, I've died a thousand times
Why explore the universe when we don't know ourselves?
There's an emptiness inside our heads that no one dares to dwell

Throw me to the flames
Watch me burn
Set my world ablaze
Watch me burn

How are we on a scale of one to ten?
Could you tell me what you see?
Do you wanna talk about it?
How does that make you feel?
Have you ever took a blade to your wrists?
Or have you been skipping meals?
We're gonna try something new today
How does that make you feel?

Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
In this hospital for souls
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
In this hospital for souls
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
In this hospital for souls

Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
In this hospital for souls
Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
In this hospital for souls "
Sempiternal,Join The Club,"I know I bend and I break all my promises
But now it's time for the truth
I keep my head in the clouds, and I hope that
I can't just be invisible to you
Are you sick, are you tired, and you're feeling faint?
Your lips are turning blue
I know you wish you were dead to the world
But there's something you should know

You're scared, I can see you tremble
Shaking like a dog shittin' razor blades
Feel the shadows like a stranger
Well, join the club, yeah, join the club
Do you wish that you could cut yourself out of your skin?
Well, join the club, yeah, join the club
Whatever the fuck it takes to feel like you fit in?
Well, join the club, yeah, join the club

Life is a song with no one to dance to
The same old shit number that nobody knows
My heart is a dead horse, there's no point in beating
Just let me sink, let me sink into the fucking ground
Fuck it

You're scared, I can see you tremble
Shaking like a dog shittin' razor blades
Feel the shadows like a stranger
Well, join the club, yeah, join the club
Do you think you're the only one who feels the way you do?
We're all fifty shades of fucked up
Well, join the club, yeah, join the club

I know I bend and I break all my promises
But now it's time for the truth
I keep my head in the clouds, and I hope that
I can't just be invisible to you
I know I bend and I break all my promises
But now it's time for the truth
I keep my head in the clouds, and I hope that
I can't just be invisible to you

You're scared, I can see you tremble
Shaking like a dog shitting razor blades
Feel the shadows like a stranger
Well, join the club, yeah, join the club
Do you think you're the only one who feels the way you do?
We're all fifty shades of fucked up
Well, join the club, yeah, join the club "
Sempiternal,Seen It All Before,"Every second's soaked in sadness
Every weekend is a war
And I'm drowning in the déjà vu
We've seen it all before
I don't wanna do this by myself
I don't wanna live like a broken record
I've heard these lines a thousand times
And I've seen it all before!

Are we close enough?
There is something I must confide
I think we've lost our touch
There's no sparkle in those eyes
What an awful mess I've made
There's nothing left to say

Every second's soaked in sadness
Every weekend is a war
And I'm drowning in the déjà vu
We've seen it all before
I don't wanna do this by myself
I don't wanna live like a broken record
I've heard these lines a thousand times
And I've seen it all before

There's nothing in the air tonight
Nothing in the air tonight
There's nothing in the air tonight
There's nothing in the air tonight

Every second's soaked in sadness
Every weekend is a war
And I'm drowning in the déjà vu
We've seen it all before
I don't wanna do this by myself
I don't wanna live like a broken record
I've heard these lines a thousand times
And I've seen it all before

I'm sorry, love, it's not enough
We should feel the love so painfully
It hurts right to the touch
I know it stings, I know this cuts
And I wish I could agree with you
But this love, it's not enough
It's not enough, it's not enough "
Sempiternal,Shadow Moses,"Can you tell from the look in our eyes? (We're going nowhere)
We live our lives like we're ready to die (We're going nowhere)
Can you tell from the look in our eyes? (We're going nowhere)
We live our lives like we're ready to die (We're going nowhere)

I thought I'd buried you and covered the tracks
You'll have to take this with your cold dead hands
I thought I'd buried you, what's dead can never die
I thought I'd cut you loose, severed the feeling
I slipped through the cracks and you caved in my ceiling
I thought I'd buried you, what's dead can never die, fuck

Can you tell from the look in our eyes? (We're going nowhere)
We live our lives like we're ready to die (We're going nowhere)
You can run, but you'll never escape (Over and over again)
Will we ever see the end? (We're going nowhere)

This is sempiternal
Will we ever see the end?
This is sempiternal
Over and over, again and again
Rise from the dead, you say
Secrets don't sleep till they're took to the grave
Signal the sirens rally the troops
Ladies and gentlemen, it's the moment of truth

Can you tell from the look in our eyes? (We're going nowhere)
We live our lives like we're ready to die (We're going nowhere)
You can run, but you'll never escape (Over and over again)
Will we ever see the end? (We're going nowhere)
Can you tell from the look in our eyes? (We're going nowhere)
We live our lives like we're ready to die (We're going nowhere)
You can run, but you'll never escape (Over and over again)
Will we ever see the end? (We're going nowhere)

This is sempiternal
Will we ever see the end?
This is sempiternal
Over and over, again and again "
Sempiternal,Sleepwalking,"My secrets are burning a hole through my heart
And my bones catch a fever
When it cuts you up this deep
It's hard to find a way to breathe

Your eyes are swallowing me
Mirrors start to whisper, shadows start to sing
My skin's smothering me
Help me find a way to breathe

Time stood still the way it did before
It's like I'm sleepwalking
Fell into another hole again
It's like I'm sleepwalking

I'm at the edge of the world
Where do I go from here, do I disappear?
Edge of the world
Should I sink or swim or simply disappear?

Your eyes are swallowing me
Mirrors start to whisper, shadows start to sing
My skin's smothering me
Help me find a way to breathe, sing it

Time stood still the way it did before
It's like I'm sleepwalking
Fell into another hole again
It's like I'm sleepwalking

Wake up
Take my hand and give me a reason to start again
Wake up
Pull me out and give me a reason to start again

Time stands still (Time stands still)
Time stands still (Time stands still)
Your eyes are swallowing me
Mirrors start to whisper, shadows start to sing
My skin is smothering me
Help me find a way to breathe

Time stood still the way it did before
It's like I'm sleepwalking
Fell into another hole again
It's like I'm sleepwalking (It's like I'm sleepwalking)

(It's like I'm sleepwalking, it's like I'm sleepwalking)
Time stood still the way it did before
It's like I'm sleepwalking "
Sempiternal,The House Of Wolves,"Show me a sign, show me a reason to give
A solitary fuck about your goddamn beliefs
I'm going blind, but one thing's clear
Death is the only salvation you'll feel

Brick by brick by brick
Brick by brick by brick

What you call faith, I call a sorry excuse
Cloak and daggers murder the truth
The bitter taste, there's nothing else
I'll bow for your king when he shows himself

Brick by brick by brick
These walls begin to cave in
The house of wolves you built
Whispers in a thousand tongues

Show me your face, show me a reason to think
My soul can be saved if I sell you my sins
I'm going blind, but one thing's clear
Death is the only salvation for me

Brick by brick by brick
These walls begin to cave in
The house of wolves you built
Whispers in a thousand tongues

The house of wolves you built
The house of wolves you built
The house of wolves you built
Will burn just like a thousand suns

Yeah
And when you die, the only kingdom you'll see
Is two foot wide and six foot deep, yeah
And when you die, the only kingdom you'll see
Is two foot wide and six foot deep
And when you die, the only kingdom you'll see
Is two foot wide and six foot deep, oh

Brick by brick by brick
Brick by brick by brick

Brick by brick by brick
These walls begin to cave in
The house of wolves you built
Whispers in a thousand tongues
Brick by brick by brick
These walls begin to cave in
The house of wolves you built
Will burn just like a thousand suns

You said you want me
Now I'm here, now I'm here, now I'm here
You said you want me
Now I'm here, now I'm here, now I'm here "
That's The Spirit,Avalanche,"
Cut me open and tell me what's inside
Diagnose me 'cause I can't keep wondering why
And no: it's not a phase 'cause it happens all the time
Start over, check again, now tell me what you find

'Cause I'm going out of frequency
Can anyone respond?

It's like an avalanche
I feel myself go under
'Cause the weight of it's like hands around my neck
I never stood a chance
My heart is frozen over
And I feel like I am treading on thin ice

Am I broken? What's the chance I will survive?
Don't sugarcoat me, 'cause I feel like suicide
Just give it to me straight 'cause I'm running out of time
I need an antidote. Now, what can you prescribe?

It's like an avalanche
I feel myself go under
'Cause the weight of it's like hands around my neck
I never stood a chance
My heart is frozen over
And I feel like I am treading on thin ice
And I'm going under

I need a cure for me 'cause a square doesn't fit the circle
Give me a remedy 'cause my head wasn't wired for this world
I need a cure for me 'cause a square doesn't fit the circle
Give me a remedy 'cause my head wasn't wired for this world

I'm going out of frequency
Can anyone respond?
'Cause I'm going out of frequency
Can anyone respond?

It's like an avalanche
I feel myself go under
'Cause the weight of it's like hands around my neck
I never stood a chance
My heart is frozen over
And I feel like I am treading on thin ice
And I'm going under

I need a cure for me 'cause a square doesn't fit the circle
Give me a remedy 'cause my head wasn't wired for this world
I need a cure for me 'cause a square doesn't fit the circle
Give me a remedy 'cause when it hits, well it hits like an avalanche
"
That's The Spirit,Blasphemy,"You've got hell to pay, but you already sold your soul
It's blasphemy
But the words don't make sense no more
What would your mother say? Your faith has you immured
So, don't try and tell me that you still believe
No, don't preach to me

Ask no questions and you'll get no lies
Turn the cheek and blind the eye (let it go)
Bend the knee and give away your life
Bite your tongue and close your mind (never know)

'Cause you've got hell to pay, but you already sold your soul
It's blasphemy
But the words don't make sense no more
What would your mother say? Your faith has you immured
So, don't try and tell me that you still believe
No, don't preach to me

You're not blessed, you're cursed
And it's getting worse now

It makes no sense but it must be right
The blood and sweat you sacrificed
Was it all for nothing?
'Cause we've found no sign and we've seen no light
We hear no voice when we pray at night
But we swore and now it's too late to turn back

You're not blessed, you're cursed
And it's getting worse now

You've got hell to pay, but you already sold your soul
It's blasphemy
But the words don't make sense no more
What would your mother say? Your faith has you immured
So, don't try and tell me that you still believe
No, don't preach to me

No, don't preach to me
Don't preach to me
(you're not blessed, you're cursed)
No, don't preach to me
(and it's getting worse now)
It's blasphemy
"
That's The Spirit,Doomed,"Cut off my wings and come lock me up
Just pull the plug, yeah, I've had enough
Tear me to pieces, sell me for parts
You're all vampires, so here
You can have my heart (My heart, heart)
You can have my heart (My heart, heart)
You can have my heart (My heart, heart)
You can have my heart (My heart, heart)
You can have my

The world's a funeral, a room of ghosts
No hint of movement, no sign of pulse
Only an echo, just skin and bone
They kicked the chair, but we
We helped tie the rope
You can have my heart (My heart, heart)
You can have my heart (My heart, heart)
You can have my heart (My heart, heart)
You can have my

So come rain on my parade 'cause I wanna feel it
Come shove me over the edge 'cause my head is in overdrive
I'm sorry, but it's too late, and it's not worth saving
So come rain on my parade

I think we're doomed
I think we're doomed, and now, there's no way back

You must've made some kind of mistake
I asked for death, but instead, I'm awake
The Devil told me, ""No room for cheats""
I thought I'd sold my soul, but he kept the receipt

So leave a light on, I'm coming home
It's getting darker, but I'll carry on
The sun don't shine but it never did
And when it rains, it fuckin' pours, but I think I like it
And you know that I'm in love with the mess, I think I like it

So come rain on my parade 'cause I wanna feel it
Come shove me over the edge 'cause my head is in overdrive
I'm sorry, but it's too late, and it's not worth saving
So come rain on my parade

I think we're doomed
I think we're doomed, and now, there's no way back
I think we're doomed
I think we're doomed, and now, there's no way back

So come rain on my parade 'cause I wanna feel it
Come shove me over the edge 'cause my head is in overdrive
I'm sorry, but it's too late, and it's not worth saving
So come rain on my parade

I think we're doomed
I think we're doomed, and now, there's no way back"
That's The Spirit,Drown,"What doesn't kill you makes you wish you were dead
Got a hole in my soul, growing deeper and deeper
And I can't take one more moment of this silence
The loneliness is haunting me
And the weight of the world's getting harder to hold up

It comes in waves, I close my eyes
Hold my breath and let it bury me
I'm not okay, and it's not alright
Won't you drag the lake and bring me home again?

Who will fix me now? Dive in when I'm down?
Save me from myself, don't let me drown
Who will make me fight? Drag me out alive?
Save me from myself, don't let me drown

What doesn't destroy you, leaves you broken instead
Got a hole in my soul growing deeper and deeper
And I can't take one more moment of this silence
The loneliness is haunting me
And the weight of the world's getting harder to hold up

It comes in waves, I close my eyes
Hold my breath and let it bury me
I'm not okay, and it's not alright
Won't you drag the lake and bring me home again?

Who will fix me now? Dive in when I'm down?
Save me from myself, don't let me drown
Who will make me fight? Drag me out alive?
Save me from myself, don't let me drown

'Cause you know that I can't do this on my own
(Whoa oh oh oh)
'Cause you know that I can't do this on my own
(Whoa oh oh oh)
'Cause you know that I can't do this on my own
(Whoa oh oh oh)
('Cause you know that I can't do this on my own)

Who will fix me now?
Who will fix me now?
Who will fix me now? Dive in when I'm down?
Save me from myself, don't let me drown
"
That's The Spirit,Follow You,"My head is haunting me and my heart feels like a ghost
I need to feel something, 'cause I'm still so far from home
Cross your heart and hope to die
Promise me you'll never leave my side
Show me what I can't see when the spark in my eyes is gone
You got me on my knees, I'm your one-man cult
Cross my heart and hope to die
Promise you I'll never leave your side

'Cause I'm telling you, you're all I need
I promise you, you're all I see
'Cause I'm telling you, you're all I need
I'll never leave

So, you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you, I will follow you

Come sink into me and let me breathe you in
I'll be your gravity, you be my oxygen
So dig two graves, 'cause when you die
I swear I'll be leaving by your side

So you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you so you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you, I will follow you
I will follow you, I will follow you

So you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you, I will follow you"
That's The Spirit,Happy Song,"S.P.I.R.I.T.
Spirit, let's hear it
S.P.I.R.I.T.
Spirit, let's hear it
Let's go!

I've had enough
There's a voice in my head
Says I'm better off dead

But if I sing along
A little fucking louder
To a happy song
I'll be alright

You want to give up
Gave it all that you've got
And it still doesn't cut

But if you sing along
A little fucking louder
To a happy song
You'll be just fine 'cause

Every now and again we get that feeling
And the great big void inside us opens up
And I really wish that you could help
But my head is like a carousel
And I'm going 'round in circles
I'm going 'round in circles

S.P.I.R.I.T.
Spirit, let's hear it
S.P.I.R.I.T.
Spirit, let's hear it

We are possessed
We're all fucked in the head
Alone and depressed

But if we sing along
A little fucking louder
To a happy song
Maybe we'll forget 'cause

Every now and again we get that feeling
And the great big void inside us opens up
And I really wish that you could help
But my head is like a carousel
And I'm going 'round in circles
I'm going 'round in circles

Don't wake us up, we'd rather just keep dreaming
'Cause the nightmares in our heads are bad enough
And I really wish that you could help
But my head is like a carousel
And I'm going 'round in circles
I'm going 'round in circles

The world has coalesced
Into one giant mess
Of hate and unrest

So let's all sing along
A little goddamn louder
To a happy song
And pretend it's all OK

Let's go!

So let's sing along
Let's sing along
A little fucking louder
A little fucking louder
Well, don't you feel so much better?

S.P.I.R.I.T.
Spirit, let's hear it
(Well, that's the spirit!)

S.P.I.R.I.T.
Spirit, let's hear it
(Yeah, that's the spirit!) "
That's The Spirit,Oh No,"You don't have to lie, I know exactly where you've been
'Cause you're chewing off my ear while you're chewing on your chin

No we're not on the level, you're just off your face
It's not a state of mind no, your head's just in a state
I may be on the outside but you're empty within
It's getting kind of old now, I think it's time to pack it in

Don't call it a party 'cause it never stops
Now one is too many but it's never enough
Don't tell me you're happy 'cause this isn't love
So be careful what you wish for
So be careful what you wish for

Who you tryna fool? You know you're in over your head
'Cause you're holding onto heaven but you're hanging by a thread

And we're not on the level, you're just off your face
It's not a state of mind no, your head's just in a state
I may be on the outside but you're empty within
It's getting kind of old now, I think it's time to pack it in

Don't call it a party 'cause it never stops
Now one is too many but it's never enough
Don't tell me you're happy 'cause this isn't love
So be careful what you wish for
So be careful what you wish for

Don't call it a party 'cause it never stops
Now one is too many but it's never enough
Don't tell me you're happy 'cause this isn't love
So be careful what you wish for

Don't call it a party 'cause it never stops
Now one is too many but it's never enough
Don't tell me you're happy 'cause this isn't love
So be careful what you wish for

Don't call it a party 'cause it never stops
Now one is too many but it's never enough
Don't tell me you're happy 'cause this isn't love
So be careful what you wish for "
That's The Spirit,Run,"My heart's a hieroglyph, it talks in tongues
Ten thousand voices fill my broken lungs
But through the white wave, I still hear it call

So take a deep breath, let's disappear
No-one will miss us. So, why are we still here?
And in the black hole you will see it all

'Cause this is not enough
And I won't wait for them to cut me up
So give me all you've got
They'll never stop until they see us fall
So let's run
So let's run

Your head's a hurricane; it moves in waves
A perfect storm that keeps you wide awake
But through the silence, you will feel it burn

So take my hand and let's fade away
You know there's nothing here to make us stay
And in the darkness you will see the sun

'Cause this is not enough
And I won't wait for them to cut me up
So give me all you've got
They'll never stop until they see us fall
So let's run away 'cause everything's broken
And we're so much more than another brick in the grey
So give me your every, give me your everything
And let's get away,
'Cause everything's broken
I know that we're more than another brick in the grey
So give me your every, give me your everything

It's not enough
It's not enough

'Cause this is not enough
And I won't wait for them to cut me up
So give me all you've got
They'll never stop until they see us fall
So let's run

'Cause this is not enough
And I won't wait for them to cut me up
So give me all you've got
They'll never stop until they see us fall
So let's run
So let's run
So let's run "
That's The Spirit,Throne,"
Remember the moment you left me alone and
Broke every promise you ever made
I was an ocean, lost in the open
Nothing could take the pain away

So you can throw me to the wolves
Tomorrow I will come back
Leader of the whole pack
Beat me black and blue
Every wound will shape me
Every scar will build my throne

The sticks and the stones that
You used to throw have
Built me an empire
So don't even try
To cry me a river
'Cause I forgive you
You are the reason I still fight

So you can throw me to the wolves
Tomorrow I will come back
Leader of the whole pack
Beat me black and blue
Every wound will shape me
Every scar will build my throne

So you can throw me to the wolves
Tomorrow I will come back
Leader of the whole pack
Beat me black and blue
Every wound will shape me
Every scar will build my throne

I'll leave you choking
On every word you left unspoken
Rebuild all that you've broken
And now you know, know

I'll leave you choking
On every word you left unspoken
Rebuild all that you've broken
And now you know

Every wound will shape me
Every scar will build my throne

So you can throw me to the wolves
Tomorrow I will come back
Leader of the whole pack
Beat me black and blue
Every wound will shape me
Every scar will build my throne
"
That's The Spirit,True Friends,"I wouldn't hold my breath if I was you
'Cause I'll forget, but I'll never forgive you
Don't you know, don't you know?
True friends stab you in the front

It's funny how things work out
Such a bitter irony like a kick right to the teeth
It fell apart right from the start
But I couldn't even see the forest for the trees

I'm afraid you asked for this
You got a lot of nerve, but not a lot of spine
You made your bed when you worried about mine
This ends now

I wouldn't hold my breath if I was you
'Cause I'll forget, but I'll never forgive you
Don't you know, don't you know
True friends stab you in the front?
I wouldn't hold my breath if I was you
You broke my heart and there's nothing you can do
And now you know, now you know
True friends stab you in the front

It's kind of sad, 'cause what we had
Well, it coulda been something, I guess it wasn't meant to be
So how dare you try and steal my flame just 'cause yours faded?
Well, hate is gasoline, a fire fueling all my dreams

I'm afraid you asked for this
You got a lot of nerve, but not a lot of spine
You made your bed when you worried about mine
This ends now

I wouldn't hold my breath if I was you
'Cause I'll forget, but I'll never forgive you
Don't you know, don't you know
True friends stab you in the front?
I wouldn't hold my breath if I was you
You broke my heart and there's nothing you can do
And now you know, now you know
True friends stab you in the front

You can run, but you can't hide
Time won't help you, 'cause karma has no deadline
You can run, but you can't hide
Time won't help you, 'cause karma has no deadline

I wouldn't hold my breath if I was you
'Cause I'll forget, but I'll never forgive you
Don't you know, don't you know
True friends stab you in the front?
I wouldn't hold my breath if I was you
You broke my heart and there's nothing you can do
And now you know, now you know
True friends stab you in the front

And now you know, now you know
True friends stab you in the front
And now you know, now you know
True friends stab you in the front "
